id,title,releaseDate,rating,genres,description,platforms,metascore,metascore_count,metascore_sentiment,userscore,userscore_count,userscore_sentiment,platform_metascores,developer,publisher
1300134337,Sid Meier's Civilization V: Gods & Kings,2012-06-18,E10+,4X Strategy,"Sid Meier's Civilization V: God &amp; Kings takes players through time as they engage in new quests and global competitions, interact with new types of city-states, and master exciting new systems for land and naval combat. Nine new civilizations; nine new wonders; three original scenarios; and dozens of new units, buildings, technologies and resources have also been added, offering even more ways for players to expand their empire on their quest to rule the world.",PC,80.0,53.0,Generally favorable,77.0,464,Generally favorable,80,Firaxis Games,2K Games
1300032856,Dragon Quest IV: Chapters of the Chosen,2008-09-16,E10+,JRPG,"A tale of epic proportions told through a unique chapter sequence that enables players to experience multiple character perspectives. Embark on an adventure with characters from different walks of life, all destined to unite with you, the hero, to save the world. [Square Enix]",DS,80.0,44.0,Generally favorable,78.0,63,Generally favorable,80,ArtePiazza,Square Enix
1300578359,Fire Emblem Engage,2023-01-20,T,Turn-Based Tactics,"In a war against the Fell Dragon, four kingdoms worked together with heroes from other worlds to seal away this great evil. One-thousand years later, this seal has weakened and the Fell Dragon is about to reawaken. As a Divine Dragon, use rich strategies and robust customization to meet your destiny—to collect Emblem Rings and bring peace back to the Continent of Elyos.

Team up with iconic heroes from past Fire Emblem games

Summon valiant heroes like Marth and Celica with the power of Emblem Rings and add their power to yours in this brand-new Fire Emblem story. Aside from merging appearances, Engaging lets you inherit weapons, skills, and more from these battle-tested legends. The turn-based, tactical battle system returns with a fresh cast of characters you can customize and Engage to carefully craft your strategy.",Nintendo Switch,80.0,129.0,Generally favorable,69.0,990,Mixed or average,80,Intelligent Systems,Nintendo
1300440511,The Elder Scrolls: Legends,2017-05-31,,Card Battle,"Welcome to The Elder Scrolls: Legends, a competitive strategy card game set in the Elder Scrolls universe. From building your deck to taking on foes in one of the game’s three exciting modes, every decision you make will require strategy and careful planning. Will you overpower your opponent with brute force? Or will you defeat your foes with speed and cunning? Each deck in The Elder Scrolls: Legends can be crafted using two of the five attributes in the game: Strength, Agility, Intelligence, Endurance and Willpower. ","iOS (iPhone/iPad),PC",80.0,17.0,Generally favorable,54.0,122,Mixed or average,"83,80","Bethesda Softworks,Dire Wolf Digital",Bethesda Softworks
1300495680,The Elder Scrolls Online: Elsweyr,2019-05-20,M,MMORPG,"Once thought lost to the mists of time, fearsome Dragons now soar the skies of Elsweyr, leaving scorched ruin in their wake. In The Elder Scrolls Online: Elsweyr, you must discover the dark purpose behind their rampage in a new epic story and prevent the destruction of the Khajiiti homeland. Take heart, for these scaled monstrosities are not invincible, and with the right planning, tactics, and tools they can be brought to the ground and even killed. Coordination and skill are key to overcoming the Dragons, but if you succeed, you'll reap rewards not found anywhere else in Nirn. Beware the skies, walker.","PC,PlayStation 4",80.0,18.0,Generally favorable,77.0,55,Generally favorable,"80,74",ZeniMax Media,Bethesda Softworks
1300145273,Watch Dogs,2014-05-27,M,Open-World Action,"In the modern uber-connected world, Chicago has the nation's most advanced and integrated computer system – one which controls almost every facet of city technology and maintains critical information on all of the city's residents. You assume the role of Aiden Pearce, a notorious hacker and former thug, whose criminal past lead to a violent family tragedy. Now on the hunt for those people who have hurt your family, you will be able to monitor and hack all who surround you while manipulating the city's systems to stop traffic lights, download personal information, manipulate the electrical grid and more. Use the entire city of Chicago as your personal weapon and exact your signature brand of revenge.","PlayStation 4,PC,Wii U,Xbox One",80.0,80.0,Generally favorable,67.0,4215,Mixed or average,"80,77,62,78",Ubisoft Montreal,Ubisoft
1300023278,Age of Empires III: The WarChiefs,2006-10-17,T,Command RTS,"The new expansion pack builds off of the real-time-strategy gameplay of ""Age of Empires III,"" providing players with the ability to lead one of three proud Native American civilizations, including the Iroquois Confederation, to expand their empire and fight for control of the Americas. The game provides new ways to play and win, introducing new gameplay elements and content including new civilizations, a new single player campaign, Home City enhancements and additional maps and units. [Microsoft]",PC,80.0,26.0,Generally favorable,81.0,86,Generally favorable,80,Ensemble Studios,Microsoft Game Studios
1300584031,Bayonetta Origins: Cereza and the Lost Demon,2023-03-17,T,Linear Action Adventure,Turn back the pages of the Umbra Witch’s story to learn where it all began. Take control of Cereza and her first demon Cheshire to fend off faeries and solve puzzles.,Nintendo Switch,80.0,99.0,Generally favorable,85.0,165,Generally favorable,80,PlatinumGames,Nintendo
1300030539,Ace Combat 6: Fires of Liberation,2007-10-23,T,Aircraft Combat Sim,"Online for the first time, via Xbox Live, players can experience Ace Combat 6: Fires of Liberation on a massive worldwide scale as it features an in-depth multi-player online experience that includes a variety of action-packed online modes. Players fight alongside fighter planes, gun ships, attack helicopters, tanks, naval fleets, heavy bombers, and electronic warfare vessels in the ultimate Ace Combat showdown. The Dynamic Operation System provides for massive battles unfolding on a ""living battlefield,"" as up to six independent land, sea or air conflicts can break out at any time at multiple locations as allies and enemies clash in real-time. Players can experience the realism of war when battlefields come alive with engagingly authentic audio and visual effects: thundering explosions, dense vapor trails of air to air missiles, piercing machine gun fire, booming anti-aircraft artillery fire, mid-air explosions, gigantic columns of black smoke and more. Players can prove their supremacy on a global scale as they pilot highly detailed, authentic aircraft such as the F-15 E Strike Eagle and the F-22 Raptor online via Xbox Live. For an all out worldwide battle for the sky, players can choose from a variety of different online modes including the death match and team death match style game modes. Or they can team up with friends to play in co-op, where players combine strategy and skill to work together to take on computer-controlled adversaries. Online rankings are calculated globally with high-ranking players being granted honorable titles on a global scale, adding fuel to the fires of furious competition. [Namco Bandai Games]",Xbox 360,80.0,54.0,Generally favorable,74.0,75,Mixed or average,80,Project Aces ,"Namco Bandai Games,Bandai Namco Games,Atari SA"
1300167034,LEGO Marvel Super Heroes,2013-10-22,E10+,Open-World Action,"LEGO Marvel Super Heroes features an original story where players take control of Iron Man, Spider-Man, the Hulk, Captain America, Wolverine and many more Marvel characters as they unite to stop Loki and a host of other Marvel villains from assembling a super-weapon capable of destroying the world.","PlayStation 3,Wii U,Xbox 360,PC,PlayStation 4,Nintendo Switch",80.0,37.0,Generally favorable,81.0,406,Generally favorable,"82,82,80,78,83,79",TT Games,Warner Bros. Interactive Entertainment
1300032688,Bully: Scholarship Edition,2008-03-04,T,Open-World Action,"Both the Wii and Xbox 360 versions retain the wit and deep gameplay of the previously released PS2 title ""Bully"" and boasts additional new content. Bully: Scholarship Edition takes place in the fictional New England boarding school of Bullworth Academy and tells the story of 15-year-old Jimmy Hopkins as he experiences the highs and lows of adjusting to a new school. Capturing the hilarity and awkwardness of adolescence perfectly, Bully: Scholarship Edition pulls the player into its cinematic and engrossing world. [Rockstar Games]","Wii,Xbox 360,PC",80.0,56.0,Generally favorable,83.0,344,Generally favorable,"83,80,72","Rockstar Vancouver,Mad Doc Software","Rockstar Games,Bethesda Softworks"
1300482249,Youropa,2018-06-27,,Action Adventure,"When Youropa is torn apart, You must use your unique wall walking ability to navigate a strange fragmented city, restore it to former glory and learn who you really are. A platform puzzle paint adventure about breaking rules, being upside down and thinking outside the box.","PC,Nintendo Switch",80.0,17.0,Generally favorable,76.0,20,Generally favorable,"80,69",frecle ApS,frecle ApS
1300450781,Endless Space 2,2017-05-18,,4X Strategy,"The sequel to Endless Space. Endless Space 2 is turn-based, 4X space-strategy that will put you in the role of a leader guiding his civilization in making its first steps into the cold depths of interstellar space. Your Vision. Their Future. ",PC,80.0,48.0,Generally favorable,78.0,200,Generally favorable,80,Amplitude Studios,SEGA
1300591662,Spirit City: Lofi Sessions,2024-04-08,,Virtual Life,"Spirit City: Lofi Sessions is a gamified focus tool, set to a soothing lofi soundtrack. Discover and collect Spirits, customize your cozy virtual space, and facilitate your real-life tasks with a collection of handy features designed to improve concentration and ease stress.
",PC,80.0,11.0,Generally favorable,70.0,6,Mixed or average,80,Mooncube Games,Mooncube Games
1300134718,Pokemon Black Version 2,2012-10-07,E,Trainer RPG,"In the Pokemon Black Version 2 game, players can explore new areas, discover gyms with new leaders and see how everything has changed in the last two years. ",DS,80.0,56.0,Generally favorable,83.0,816,Generally favorable,80,Game Freak,"Nintendo,The Pokemon Company"
1300020635,Tom Clancy's Ghost Recon 2,2004-11-16,T,Tactical Third Person Shooter,"In the wake of one of North Korea's worst famines, an insidious North Korean general influences the government to secretly divert humanitarian aid to beef up its army, slowly gaining power in the process. Fearful that North Korea is amassing huge quantities of military weapons, the new Chinese regime eliminates arms sales to North Korea. In response, the North Korean government initiates secret overtures to Russia, who strikes a quiet alliance. In the midst of another North Korean famine, food riots begin rocking the countryside, and the rogue North Korean general assumes complete control of the army. Blaming China for the famine, he begins charging north to seize Chinese territory with tacit support from its new Russian ally. China moves to respond, but limits the level of escalation, fearing open conflict with Russia and a possible nuclear exchange. Instead, China officially agrees to a multinational force to safeguard the China-North Korean border. Unofficially, the Ghosts and other special forces go in. Their mission: cripple the North Korean threat and depose the rogue general. (*Note:  Ghost Recon 2 for PS2 occurs four years before ? and acts as a prequel to ? the Xbox version. The game is built on the Unreal engine - as opposed to the proprietary Ghost Recon engine - and will also use Havok physics, a rarity in PS2 games.) [Ubisoft]","GameCube,PlayStation 2,Xbox",80.0,53.0,Generally favorable,49.0,12,Generally unfavorable,"54,58,80",Red Storm Entertainment,Ubisoft
1300002574,Soul Reaver 2,2001-10-31,M,Open-World Action,"Raziel returns to various eras of Nosgoth's dark past in his relentless pursuit of Kain. Encounter new enemies as you unearth the mysteries of Nosgoth's ancient races, and expose the schemes behind the corruption of the Pillars, and the vampire genocide. [Eidos Interactive]","PC,PlayStation 2",80.0,22.0,Generally favorable,86.0,77,Generally favorable,"77,80",Crystal Dynamics,"Eidos Interactive,Hanbitsoft"
1300089344,Rocket Riot,2009-06-17,E,Action,"[Xbox Live Arcade]  Strap on your bazooka soldier, and get ready for the awesome action-packed side-view shooter Rocket Riot. In this highly stylized eight-bit era style game, blast your way through the environment against enemies or multiplayer foes online. Navigate through a completely destructible environment, uncover special power-ups, or even burrow into different areas of the map. The map regenerates, keeping the action fast-paced, but time doesn't heal all wounds. [THQ]",Xbox 360,80.0,32.0,Generally favorable,44.0,5,Generally unfavorable,80,Codeglue,THQ
1300003265,Shenmue II,2002-10-29,T,Open-World Action,"&quot;Across the sea, from a distant land in the East, he shall rise appear&quot;...the epic adventure of Shenmue is re-borne once again as Ryo Hazuki arrives in Hong Kong on his continued mission to avenge his father's death and discover the truth behind the Phoenix Mirror. In a world almost three times bigger than the original, you will have to interact with many people and gain the knowledge you need through a variety of experiences, but beware who you trust. Full of emotional encounters, Shenmue II is a compelling and majestic production that will engulf your entire existence...",Xbox,80.0,31.0,Generally favorable,90.0,162,Universal acclaim,80,SEGA AM2,Microsoft Game Studios
1300001968,Star Ocean: The Second Story,1999-05-31,E,JRPG,"In an endless sea of stars, at the edge of the universe, a single fateful encounter is about to take place. The Gods have hurled a deadly meteorite into an unsuspecting planet, unleashing powerful mysterious and sudden chaos. Now, two people from different worlds will collide into a journey so deep, they might never make it back.",PlayStation,80.0,13.0,Generally favorable,84.0,71,Generally favorable,80,Tri-Ace,"SCEA,Enix Corporation,Square Enix,SCEE"
1300002799,Conquest: Frontier Wars,2001-08-14,T,Strategy,"Master the technology and tactics of three clashing races as you control strategic wormholes, maintain precious supply lines, and forge an empire from hundreds of unique units to attain total control of the galaxy in this fleet-based real-time strategy game.",PC,80.0,13.0,Generally favorable,78.0,13,Generally favorable,80,Fever Pitch Studios,"Ubisoft,Descendent Studios"
1300004018,Tiger Woods PGA Tour 2002,2002-02-24,E,Golf Sim,"New TrueSwing Total Precision Swing lets you drive in true, slice it or add a draw, giving you more control over your shots. Compete as or against 12 PGA TOUR professionals including Tiger, Jesper Parnevik, Vijay Singh, Colin Montgomerie, and Notah Begay. Brand new course lineup includes such amazing layouts as Pebble Beach Golf Links, TPC at Sawgrass, Royal Birkdale in England, and more! [EA Sports]","PC,PlayStation 2",80.0,23.0,Generally favorable,0.0,0,,"83,80",EA Sports,"EA Sports,Electronic Arts"
1300000110,"Gabriel Knight 3: Blood of the Sacred, Blood of the Damned",1999-10-05,M,Point-and-Click,"2000 years of heresy, betrayal and lies. One frightening truth. Solve a real-life mystery with the third title in the award-winning Gabriel Knight series. Game writer and designer Jane Jensen brings you Gabriel and Grace in their most controversial adventure ever. Enter the small French village pf Rennes-le-Château, and begin the path to your destiny ? unraveling an enigma that may shatter your most closely-held beliefs. Play as both Gabriel Knight and Grace Nakamura as you learn more about what is hidden in the hills of France. But beware your life, your faith and your soul. For once the truth is found, there is no erasing it. [Sierra]",PC,80.0,19.0,Generally favorable,82.0,52,Generally favorable,80,Sierra Entertainment,"Sierra Entertainment,Activision,Empire Interactive"
1300001224,Jet Force Gemini,1999-10-11,T,Third Person Shooter,"The insect invasion has begun... The galaxy is being infested by the evil Mizar and his horde of Drones. Already, the planet of Goldwood has been subjugated and the peaceful Tribals enslaved. With an arsenal of mega-weapons at their disposal, the Jet Force Gemini team must travel in search of Mizar's lair - rescuing Tribals and splattering Drones all along the way. But can Juno, Vela and their faithful dog, Lupus, exterminate the deadly threat before it's too late?",Nintendo 64,80.0,14.0,Generally favorable,86.0,96,Generally favorable,80,Rare Ltd.,"Rare Ltd.,Xbox Game Studios,Nintendo"
1300004987,Syberia II,2004-03-30,T,Third-Person Adventure,"Embarking on a desperate search for Hans Voralberg, Kate Walker crosses Europe from West to East. She has left behind all her worldly possessions with the express purpose of joining the heir of the Voralberg family on his journey. Together, through mystical and enchanting lands, they will find their way to the mythical Syberia, land of the forgotten mammoths. Thus Syberia II begins...The train leaves Aralbad under a quiet snowfall. Kate, Hans and Oscar, the loyal, humorous automaton, are heading to Romansbourg, the first of the four worlds to be explored in Syberia II. The motley crew will clear the last bastions of Russian civilization followed by the Frozen North before arriving at Youkol Village, from where they will try to reach their final destination: Syberia. Along the way, they will have to overcome many obstacles and deal with shady characters to uncover clues vital to the continuation of their quest. Kate's timeless journey through Valadilene, Barrockstadt, Komkolzgrad and Aralbad has sparked an evolution in her character, from an ambitious lawyer to a curious and tenacious adventuress. Kate's role has undergone a remarkable change. From being the pursuant, she becomes Han's main acolyte, his support in attaining the forgotten realm of the mammoths. How will she react to this new situation? Can she live up to the choices she made? [Microids]","Nintendo Switch,PC,Xbox",80.0,23.0,Generally favorable,83.0,269,Generally favorable,"68,80,71",Microids,"The Adventure Company,Microids,Meridian4,MediaQuest,MC2 Entertainment,Peter Games"
1300004068,Ecks vs. Sever,2001-11-27,T,FPS,"An FBI agent and a rogue NSA agent are pitted against each other in a deadly game of cat and mouse. Both skilled assassins bent on personal revenge, each must terminate the other in order to survive. But unknown to each other, they are both pawns in a much larger conspiracy. Now the as the hunters become the hunted, they must both determine who the real enemy is.",Game Boy Advance,80.0,20.0,Generally favorable,68.0,5,Mixed or average,80,Crawfish Interactive,Bam Entertainment
1300273667,Leap of Fate,2016-03-30,,Roguelike,"Leap of Fate is a cyberpunk roguelite about overcoming your fears and achieving your fate. In a New York City where magic is real, you play as a technomage who must develop unspeakable powers to confront the Crucible of Fates. Can you survive the trials? ","PC,iOS (iPhone/iPad)",80.0,8.0,Generally favorable,71.0,17,Mixed or average,"80,81",Clever-Plays,Clever-Plays
1300640499,FANTASIAN Neo Dimension,2024-12-05,E10+,JRPG,"Experience an enhanced version of FANTASIAN Neo Dimension, with brand new features including English and Japanese voice overs and an additional difficulty option.

Assume the role of Leo, as he journeys to recover his memories and solve the mystery of a strange mechanical infection destroying his world. Experience an original and modern take on the beloved turn-based battle system, with a wealth of unique mechanics and strategic combat that shake up the classic RPG formula, and explore a multi-dimensional universe come to life set against the backdrop of over 150 charming hand-crafted dioramas.","Nintendo Switch,Xbox Series X,PlayStation 5,PC",80.0,23.0,Generally favorable,82.0,64,Generally favorable,"80,83,81,83",Mistwalker,Square Enix
1300539342,The Sims 4: Cottage Living,2021-07-22,T,Virtual Life,"Delight in the quaint charm of The Sims™ 4 Cottage Living Expansion Pack* with animal friends, garden-to-table meals, and a close-knit community. ",PC,80.0,14.0,Generally favorable,65.0,12,Mixed or average,80,Maxis,Electronic Arts
1300455780,Tyranny,2016-11-10,T,Western RPG,"In Tyranny, the grand war between good and evil is over – and the forces of evil, led by Kyros the Overlord, have won. ",PC,80.0,67.0,Generally favorable,80.0,678,Generally favorable,80,Obsidian Entertainment,Paradox Interactive
1300026723,Gitaroo Man Lives!,2006-11-14,E,Rhythm,Bus rides and train journeys will never be the same again with Gitaroo Man blasting out those power chords as he defends the universe from the clutches of Zowie and the Gravillian family. Utilising the PSP's analogue capabilities to brilliant effect the game will also enable players to battle it out on two PSPs via wi-fi play or join forces in the brand new Duet mode. If you missed out on Gitaroo Man's first outing on PS2 this is your chance to indulge in a rhythm action experience like no other. [KOEI],PSP,80.0,37.0,Generally favorable,78.0,12,Generally favorable,80,Koei/Inis,Koei
1300509801,Skul: The Hero Slayer,2021-01-21,T,2D Platformer,"The human race attacking the Demon King's castle is nothing new and has happened countless times before. What makes this time different though, is that the Adventurers decided to join forces with the Imperial Army and the 'Hero of Caerleon' to finally succeed in the total destruction of the Demon stronghold. All of the demons in the castle were taken prisoner except for one lone skeleton named 'Skul'.

Skul is no ordinary skeleton. In addition to his formidable fighting skills, he can gain new and exciting abilities depending on which skull he's wearing.Use up to 2 skulls at a time, each of which has its own unique attack range, speed and power. So choose ones that match your playing style and switch them in the heat of battle to bring your enemies to their knees. The power is in your hands!

Skul has crossed paths with a party of Adventurers! They are powerful foes that hunt Demons for sport. But while Skul may be small, he still packs quite a punch. So just see who really is the hunter and who is the hunted...",PC,80.0,22.0,Generally favorable,68.0,127,Mixed or average,80,SouthPAW Games,Neowiz
1300537864,Moonstone Island,2023-09-20,,Trainer RPG,"Following your village's tradition for Alchemy training, you've moved to an island in the sky to spend a year away from home. Armed with simple tools, Alchemical recipes, and the ability to tame nature spirits, you set out to start your new life. 

Make new friends, explore the world, and build a home for yourself in a land stifled by wild spirits and dark forces.

Moonstone Island is an open-world deckbuilder with 120+ islands to explore, spirits to tame, items to craft, and secrets to discover!",PC,80.0,13.0,Generally favorable,79.0,18,Generally favorable,80,Supersoft,Raw Fury
1300459699,Football Manager 2017,2016-11-04,E,Soccer Management,"2,500 real clubs to manage and over 500,000 real footballers and staff to sign. Full control of transfers and decide who plays, and who sits on the bench. You'll follow the match live with our acclaimed 3D match engine.",PC,80.0,47.0,Generally favorable,56.0,143,Mixed or average,80,Sports Interactive,SEGA
1300139611,Super Time Force,2014-05-14,T,2D Platformer,"Super Time Force is a frantic, hyper-action videogame filled with total mayhem, total madness and total non-stop shooty-shooty-bam-bam destruction. And yet, it also has super sweet, soothing, perhaps even sublime, moments of sloooow motion. Every level in Super Time Force contains 3 mysterious inter-dimensional objects called Shards, which can be used to control the flow of time, slowing it down like velvety smooth molasses, allowing players to unleash a truly heroic level of dodging, weaving, sniping and precision acrobatics.","Xbox 360,Xbox One,PC,PlayStation 4",80.0,36.0,Generally favorable,65.0,120,Mixed or average,"81,80,80,82",Capy Games,Capy Games
1300088477,Anomaly: Warzone Earth,2011-04-08,E10+,Real-Time Strategy,"Blending fast-paced, explosive action with tactical battlefield command, Anomaly puts players in charge of a military convoy tasked with fighting back against the mysterious alien war machines that have begun to spring up in many of the world's largest cities. Players take part in battles personally to support and assist a hand-picked armor squad, utilizing their top-down tactical view to plot each and every turn of the convoy. As they progress through the story campaign and challenge modes, players will unlock upgrades and new units to build their ultimate destruction squad.","PC,Xbox 360,PlayStation 3",80.0,36.0,Generally favorable,72.0,187,Mixed or average,"80,79,78",11 bit studios,"11 bit studios,Lace Mamba Global"
1300169309,Westerado: Double Barreled,2015-04-16,,Open-World Action,"Brought to you by the indie game developer Ostrich Banditos, Westerado takes you on a pixilated journey through the Old West where you must avenge the murder of your family. With a deep narrative and a new mystery every time you play, Westerado presents a full experience rarely seen in free casual gaming. So strap on that six shooter and get ready for some serious avenging. It's time to play Westerado.","PC,Xbox One",80.0,18.0,Generally favorable,77.0,46,Generally favorable,"80,76",Ostrich Banditos,Adult Swim
1300454868,The Artful Escape,2021-09-09,E10+,Adventure,"The Artful Escape of Francis Vendetti is a video game about great expectations, famous folk singers, lingering shadows, space Gods, hallucinogens, individuality, reptile shops, and wild imaginations. It's an action, adventure, exploration, narrative driven, musical-laser-light-battle kind of game.","PC,Xbox One,Xbox Series X,PlayStation 5,Nintendo Switch",80.0,34.0,Generally favorable,75.0,128,Generally favorable,"80,80,80,81,80",Beethoven & Dinosaur,Annapurna Interactive
1300494824,SpellForce 3: Soul Harvest,2019-05-28,,Real-Time Tactics,"Three years after the Purity Wars, Nortander is on the cusp of a new era.
",PC,80.0,7.0,Generally favorable,84.0,48,Generally favorable,80,Grimlore Games,THQ Nordic
1300104759,Assassin's Creed: Revelations,2011-11-15,M,Open-World Action,"Revelations follows master assassin Ezio Auditore as he walks in the footsteps of his legendary mentor, Altair, on a journey to recover five ancient seals that hold the keys to the future of the Assassins brotherhood. It's a perilous path - one that will take Ezio to Constantinople, the heart of the Ottoman Empire, where a growing army of Templars threatens to destabilize the region. ","Xbox 360,PlayStation 3,PC",80.0,77.0,Generally favorable,75.0,1239,Generally favorable,"80,80,80",Ubisoft Montreal,Ubisoft
1300023891,Age of Empires: The Age of Kings,2006-02-14,E10+,Turn-Based Tactics,"Age of Empires: The Age of Kings boasts turn-based strategy gameplay – a first for the franchise – as players move from the Dark Ages through the Middle Ages with one goal in mind: domination of the known world. Command one of five different civilizations: the Britons, Franks, Mongols, Saracens, or Japanese; Control special 'hero' units such as Richard the Lionheart, Robin Hood, Joan of Arc and Genghis Khan, whose special 'hero' powers affect the entire battlefield; Lead over 45 different types of units into battle -- from bowmen and monks to hand cannoneers, mercenaries and samurai; Players' can construct and upgrade buildings to help their units learn new skills and create resources for their civilizations; Research over 50 different technologies like chemistry, ballistics, siege craft and spying to advance civilization into the next age; A new Combat Advisor offers advice on certain campaign strategies and provides an assessment of the battle's outcome; Multi-player scenarios allow up to four players to wirelessly battle each other; By gaining Empire Points, players can unlock maps and units to improve their Emperor Rank. [Majesco]",DS,80.0,38.0,Generally favorable,82.0,56,Generally favorable,80,Backbone Entertainment,Majesco
1300024112,Madden NFL 07,2006-08-22,E,Football Sim,"With the exclusive video game license of the NFL and its players, and currently in its 17th installment, Madden NFL 07 puts you in control the running game like never before. For the first time ever, step up as the lead blocker to create a hole, and then take control of the tailback and smash through, overpower, or slash away from would-be tacklers as you fight for every yard. Innovative rushing controls give you a game-breaking ground attack featuring all-new jukes, cutbacks, and the distinct running styles of your favorite backs. [Electronic Arts]","PlayStation 3,Xbox,PSP,PlayStation 2,Xbox 360,DS,GameCube,Wii,Game Boy Advance,PC",80.0,54.0,Generally favorable,64.0,22,Mixed or average,"76,83,78,84,80,70,82,81,68,80",EA Tiburon,EA Sports
1300505407,Vitamin Connection,2020-01-17,E,Action,"By blasting subatomic foes with your Vitamin Beam, utilizing a special claw tool, and navigating maze-like stages, you'll save the members of the Sable family - including the dog! - from a variety of hazardous and increasingly wacky predicaments. Each level also includes sub-games featuring rhythm challenges, Pong-like reflex tests, and more.",Nintendo Switch,80.0,10.0,Generally favorable,79.0,14,Generally favorable,80,WayForward,"Limited Run Games,WayForward"
1300464029,NBA 2K18,2017-09-15,E10+,Basketball Sim,"The highest rated* annual sports title of this console generation returns with NBA 2K18, featuring unparalleled authenticity and improvements on the court.

*According to 2008 - 2016 Metacritic.com","Nintendo Switch,PlayStation 4,Xbox One,PC",80.0,54.0,Generally favorable,19.0,769,Overwhelming dislike,"74,80,85,87",Visual Concepts,"2K Games,Take-Two Interactive"
1300497534,Five Nights at Freddy's: Help Wanted,2019-05-28,T,Survival,Five Nights at Freddy’s VR: Help Wanted is a collection of classic and original mini-games set in the Five Nights universe. Survive terrifying encounters with your favorite killer animatronics in a collection of new and classic Five Nights at Freddy’s experiences. “Where fantasy and fun come to life!”,"PlayStation 4,Nintendo Switch",80.0,10.0,Generally favorable,82.0,191,Generally favorable,"80,53",Steel Wool Games,"Scott Cawthon,Maximum Games,Steel Wool Games"
1300538430,Nuclear Blaze,2023-04-28,E10+,2D Platformer,"The world is burning.

Well, not exactly, but the whole region is.

As a trained firefighter, you're being air-dropped right in the middle of this hell blaze to investigate and look for survivors. But the unexpected presence of an unknown military facility might somewhat affect your plans.

Nuclear Blaze is a unique 2D firefighting game from the creator of Dead Cells, with all the devastating backdrafts, exploding walls and sprinklers you could expect. Fight your way through a mysterious facility and try to keep the blaze under control.","PC,Nintendo Switch,Xbox One,PlayStation 4,PlayStation 5",80.0,8.0,Generally favorable,48.0,6,Generally unfavorable,"74,80,79,77,81",Deepnight Games,"Red Art Games,Rainy Frog"
1300237117,Volume,2015-08-18,T,Linear Action Adventure,"Robert Locksley is a petty thief who happens upon a device known as ""Volume"". Originally intended to be utilized as part of a secret military coup, Robert now has the ability to simulate high-profile heists, so what does he choose to do? Broadcast these crimes over the internet. Make your way through this postmodern twist on Let's Play videos with the help of Danny Wallace as the voice of the Volume artificial Intelligence. From Mike Bithell, creator of Thomas Was Alone.","PC,PlayStation 4,PlayStation Vita",80.0,34.0,Generally favorable,73.0,57,Mixed or average,"80,71,86",Mike Bithell,Mike Bithell
1300539933,DREDGE,2023-03-30,,Action Adventure,"Dredge is a fishing adventure with a sinister undercurrent. Sell your catch, upgrade your vessel and dredge the depths for long-buried relics. Explore the stories of the strange locals and discover why some things are best left forgotten. 

Starting from your new home in a group of islands known as The Marrows, upgrade your engines and set sail for the neighboring regions - each with their own unique fish, personalities and secrets.
Dredge up forgotten treasures. Outsmart unremembered terrors.

Someone wants very badly to retrieve relics lost to the ocean floor. The work is lucrative, but can you trust them? What will they use the relics for? And will they ever be satisfied?

It's not just the sharp rocks and shallow reefs you need to watch out for - keep your eyes on the depths below and the sky above. The biggest threat to your safety might come from within.","PC,Nintendo Switch,Xbox Series X,PlayStation 5",80.0,41.0,Generally favorable,80.0,394,Generally favorable,"80,84,85,81",Black Salt Games,Team17
1300148039,Mighty Switch Force! Hyper Drive Edition,2012-11-18,E10+,2D Platformer,"Mighty Switch Force! Hyper Drive Edition has players enter the mechanical shape-shifting, dimension switching world and blow crime away.","Wii U,PC",80.0,19.0,Generally favorable,77.0,69,Generally favorable,"80,85",WayForward,"WayForward,Intergrow"
1300544937,Promenade,2024-02-23,E,2D Platformer," Go on an adventure in a world packed with secrets helped by your friend, a poulp with many abilities. Explore, solve puzzles, wander across dungeons, blast through races and much more in this game inspired by the best 3D platformers.","Nintendo Switch,Xbox Series X,PlayStation 5",80.0,12.0,Generally favorable,75.0,13,Generally favorable,"80,88,79",Holy Cap,"Red Art Games,Teyon"
1300513839,Amnesia: Rebirth,2020-09-15,M,Survival,"You can't let out a breath. The creature is only inches away. Its sole purpose - to feed off your terror. And so you crouch in the dark, trying to stop the fear rising, trying to silence what lies within you. ""I know you. I know what you're capable of."" In Amnesia: Rebirth, you are Tasi Trianon, waking up deep in the desert of Algeria. Days have passed. Where have you been? What did you do? Where are the others? Retrace your journey, pull together the fragments of your shattered past; it is your only chance to survive the pitiless horror that threatens to devour you.

""Do not allow yourself anger, do not allow yourself to fear.""

Time is against you. Step into Tasi's shoes and guide her through her personal terror and pain. While you struggle to make your way through a desolate landscape, you must also struggle with your own hopes, fears, and bitter regrets. And still you must continue, step by step, knowing that if you fail you will lose everything.

* First-person narrative horror experience
* Explore environments and uncover their histories.
* Overcome puzzles that stand in your way.
* Carefully manage your limited resources, both physical and mental.
* Encounter horrific creatures and use your wits and understanding of the world to escape them.","PC,PlayStation 4",80.0,54.0,Generally favorable,64.0,316,Mixed or average,"80,75",Frictional Games,Frictional Games
